"sequence","species_id","species_name","pdb","prophage","modeller","uniprot","Identity","Coverage1","Coverage2","rank","kegg_hit","EC.x","uniref_hit","uniref_identity","uniref_bitScore","uniref_eVal","cazy_hits","kofam","refseq","swissprot","evalue","score","COG_category","Description","EC.y"
"SpeciesTaxid_1680.NC_008618.1_1631","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1631.pdb.gz","NO","NO","A1A3T0","100","99.9","100","B","beta-galactosidase ","3.2.1.23","UniRef90_A1A3T0 Beta-galactosidase BgaC n=62 Tax=Bifidobacterium TaxID=1678 RepID=BGAC_BIFAA",0.99,2195,0,"GH2 beta-galactosidase (EC 3.2.1.23) ; beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); alpha-L-arabinofuranosidase (EC 3.2.1.55); mannosylglycoprotein endo-beta-mannosidase (EC 3.2.1.152); exo-beta-glucosaminidase (EC 3.2.1.165); alpha-L-arabinopyranosidase (EC 3.2.1.-); beta-galacturonidase (EC 3.2.1.-); beta-xylosidase (EC 3.2.1.37); beta-D-galactofuranosidase (EC 3.2.1.146); beta-glucosidase (EC 3.2.1.21)","evolved beta-galactosidase subunit alpha [EC:3.2.1.23]",NA,NA,0,2145,"G","Psort location Cytoplasmic, score 8.87","3.2.1.23"
"SpeciesTaxid_1680.NC_008618.1_1632","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1632.pdb.gz","NO","NO","A1A3T1","100","99.7","100","B","",NA,"UniRef90_A0A087CU03 Integral membrane protein n=52 Tax=Bifidobacterium TaxID=1678 RepID=A0A087CU03_BIFRU",0.893,524,1.39e-165,"0",NA,"hded family acid-resistance protein",NA,1.33e-154,439,"S","Short repeat of unknown function (DUF308)","-"
"SpeciesTaxid_1680.NC_008618.1_1633","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1633.pdb.gz","NO","NO","A1A3T2","100","99.7","100","B","",NA,"UniRef90_A0A174B767 LacI family transcriptional regulator n=41 Tax=Bifidobacterium TaxID=1678 RepID=A0A174B767_BIFAD",0.936,675,1.08e-216,"0","LacI family transcriptional regulator, maltose regulon regulatory protein",NA,NA,2.44e-241,664,"K","helix_turn _helix lactose operon repressor","-"
"SpeciesTaxid_1680.NC_008618.1_1634","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1634.pdb.gz","NO","NO","A1A3T3","100","99.8","100","B","raffinose/stachyose/melibiose transport system substrate-binding protein",NA,"UniRef90_A0A564VNY7 Multiple sugar-binding protein n=56 Tax=Terrabacteria group TaxID=1783272 RepID=A0A564VNY7_9BIFI",0.914,832,2.73e-269,"0",NA,"extracellular solute-binding protein",NA,0,877,"G","Bacterial extracellular solute-binding protein","-"
"SpeciesTaxid_1680.NC_008618.1_1635","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1635.pdb.gz","NO","NO","A7A6G8","99.4","99.7","100","B","raffinose/stachyose/melibiose transport system permease protein",NA,"UniRef90_A0A076JPW5 ABC transporter membrane component n=43 Tax=Terrabacteria group TaxID=1783272 RepID=A0A076JPW5_BIFAD",0.941,616,8.2e-197,"0","multiple sugar transport system permease protein",NA,NA,3.74e-213,590,"G","Binding-protein-dependent transport system inner membrane component","-"
"SpeciesTaxid_1680.NC_008618.1_1636","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1636.pdb.gz","NO","NO","A0A0C2VAB3","100","99.7","100","B","",NA,"UniRef90_A0A076JPH4 Carbohydrate ABC transporter permease n=33 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JPH4_BIFAD",0.897,548,1.61e-173,"0","multiple sugar transport system permease protein",NA,NA,9.71e-195,541,"P","Binding-protein-dependent transport system inner membrane component","-"
"SpeciesTaxid_1680.NC_008618.1_1637","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1637.pdb.gz","NO","NO","A0A076JQT0","100","99.7","100","B","",NA,"UniRef90_A0A076JQT0 DUF2961 domain-containing protein n=29 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JQT0_BIFAD",1,819,5.67e-266,"0",NA,"multispecies: duf2961 domain-containing protein",NA,4.4e-297,807,"M","Protein of unknown function (DUF2961)","-"
"SpeciesTaxid_1680.NC_008618.1_1638","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1638.pdb.gz","NO","NO","A0A076JKI8","100","97.6","100","C","",NA,"UniRef90_A0A076JKI8 Uncharacterized protein n=6 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JKI8_BIFAD",0.942,83,1.81e-17,"0",NA,NA,NA,9.75e-21,82,"S","Psort location Extracellular, score 8.82","-"
"SpeciesTaxid_1680.NC_008618.1_1639","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1639.pdb.gz","NO","NO","A1A3T8","100","99.8","96.3","B","",NA,"UniRef90_A0A174B9Y3 MFS transporter n=71 Tax=Bacteria TaxID=2 RepID=A0A174B9Y3_BIFAD",0.878,753,2.15e-242,"0","MFS transporter, DHA1 family, multidrug resistance protein B",NA,NA,2.02e-282,774,"EGP","Transmembrane secretion effector","-"
"SpeciesTaxid_1680.NC_008618.1_1640","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1640.pdb.gz","NO","NO","A0A1V8QAW5","100","99.7","100","B","23S rRNA (guanosine2251-2'-O)-methyltransferase ","2.1.1.185","UniRef90_D2Q7M8 SpoU rRNA methylase family protein n=68 Tax=Bacteria TaxID=2 RepID=D2Q7M8_BIFDB",0.866,589,3.06e-187,"0","23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]",NA,NA,5.73e-218,603,"J","Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family","2.1.1.185"
"SpeciesTaxid_1680.NC_008618.1_1641","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1641.pdb.gz","NO","NO","A1A3U0","100","99.8","98.3","B","",NA,"UniRef90_A1A3U0 DUF4032 domain-containing protein n=103 Tax=Bacteria TaxID=2 RepID=A1A3U0_BIFAA",0.958,932,1.71e-303,"0",NA,"duf4032 domain-containing protein",NA,0,910,"KLT","Domain of unknown function (DUF4032)","-"
"SpeciesTaxid_1680.NC_008618.1_1642","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1642.pdb.gz","NO","NO","A1A3U1","100","99.7","100","B","multiple sugar transport system ATP-binding protein ","7.5.2.-","UniRef90_A0A0A8MEV4 ABC transporter ATP-binding component n=199 Tax=Bacteria TaxID=2 RepID=A0A0A8MEV4_BIFLI",0.916,720,1.65e-231,"0","Fe-S cluster assembly ATP-binding protein",NA,NA,4.4e-267,731,"E","Belongs to the ABC transporter superfamily","-"
"SpeciesTaxid_1680.NC_008618.1_1643","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1643.pdb.gz","NO","NO","A0A1V8QA92","99.6","99.6","100","B","",NA,"UniRef90_A0A087CU11 Two-component response regulator n=12 Tax=Bifidobacterium TaxID=1678 RepID=A0A087CU11_BIFRU",0.954,479,6.2e-151,"0","two-component system, LytTR family, response regulator LytT",NA,NA,1.57e-167,469,"K","LytTr DNA-binding domain","-"
"SpeciesTaxid_1680.NC_008618.1_1644","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1644.pdb.gz","NO","NO","A1A3U3","100","99.8","100","B","",NA,"UniRef90_A0A174BHQ6 Two-component sensor histidine kinase n=7 Tax=Bifidobacterium adolescentis TaxID=1680 RepID=A0A174BHQ6_BIFAD",0.911,851,1.69e-275,"0",NA,"atp-binding protein",NA,1.18e-307,840,"T","GHKL domain","-"
"SpeciesTaxid_1680.NC_008618.1_1645","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1645.pdb.gz","NO","NO","A1A3U4","100","99.8","100","B","",NA,"UniRef90_UPI0006D8545D chloride channel protein n=2 Tax=Bifidobacterium TaxID=1678 RepID=UPI0006D8545D",0.87,789,2.32e-254,"0",NA,"chloride channel protein",NA,1.3e-283,778,"P","Voltage gated chloride channel","-"
"SpeciesTaxid_1680.NC_008618.1_1646","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1646.pdb.gz","NO","NO","A0A076JPH9","100","98.5","100","C","",NA,"UniRef90_A0A076JPH9 Aspartate transaminase n=24 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JPH9_BIFAD",0.901,128,1.36e-32,"0",NA,"hypothetical protein",NA,5.47e-13,69.3,"E","Aminotransferase class I and II","2.6.1.1"
"SpeciesTaxid_1680.NC_008618.1_1647","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1647.pdb.gz","NO","NO","A1A3U5","100","99.5","100","B","",NA,"UniRef90_D2Q803 GtrA domain-containing protein n=87 Tax=Bacteria TaxID=2 RepID=D2Q803_BIFDB",0.885,350,4.15e-107,"0","glycosyltransferase [EC:2.4.1.-]",NA,NA,1.09e-134,381,"S","GtrA-like protein","-"
"SpeciesTaxid_1680.NC_008618.1_1648","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1648.pdb.gz","NO","NO","A1A3U6","100","99.9","100","B","beta-glucosidase ","3.2.1.21","UniRef90_A0A174BKJ9 Putative glycosyl hydrolase n=83 Tax=Bifidobacterium TaxID=1678 RepID=A0A174BKJ9_BIFAD",0.952,1624,0,"GH3 beta-glucosidase (EC 3.2.1.21); xylan 1,4-beta-xylosidase (EC 3.2.1.37); beta-glucosylceramidase (EC 3.2.1.45); beta-N-acetylhexosaminidase (EC 3.2.1.52); alpha-L-arabinofuranosidase (EC 3.2.1.55); glucan 1,4-beta-glucosidase (EC 3.2.1.74); isoprimeverose-producing oligoxyloglucan hydrolase (EC 3.2.1.120); coniferin beta-glucosidase (EC 3.2.1.126); exo-1,3-1,4-glucanase (EC 3.2.1.-); beta-N-acetylglucosaminide phosphorylases (EC 2.4.1.-); beta-1,2-glucosidase (EC 3.2.1.-); beta-1,3-glucosidase (EC 3.2.1.-); xyloglucan-specific exo-beta-1,4-glucanase / exo-xyloglucanase (EC 3.2.1.155)","beta-glucosidase [EC:3.2.1.21]",NA,NA,0,1590,"G","Glycosyl hydrolase family 3 N-terminal domain protein","3.2.1.21"
"SpeciesTaxid_1680.NC_008618.1_1649","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1649.pdb.gz","NO","NO","A0A3D1TNY9","100","98.4","100","C","",NA,"UniRef90_A0A174BAY6 Uncharacterized protein n=5 Tax=Bifidobacterium TaxID=1678 RepID=A0A174BAY6_BIFAD",0.923,122,1.69e-30,"0",NA,"multispecies: hypothetical protein",NA,NA,NA,NA,NA,NA
"SpeciesTaxid_1680.NC_008618.1_1650","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1650.pdb.gz","NO","NO","A1A3U7","100","99.9","100","B","",NA,"UniRef90_A0A174B732 Alpha-xylosidase n=73 Tax=Bacteria TaxID=2 RepID=A0A174B732_BIFAD",1,1793,0,"GH31 alpha-glucosidase (EC 3.2.1.20); alpha-galactosidase (EC 3.2.1.22); alpha-mannosidase (EC 3.2.1.24); alpha-1,3-glucosidase (EC 3.2.1.84); sucrase-isomaltase (EC 3.2.1.48) (EC 3.2.1.10); alpha-xylosidase (EC 3.2.1.177); alpha-glucan lyase (EC 4.2.2.13); isomaltosyltransferase (EC 2.4.1.-); oligosaccharide alpha-1,4-glucosyltransferase (EC 2.4.1.161); alpha-N-acetylgalactosaminidase (EC 3.2.1.49); sulfoquinovosidase (EC 3.2.1.199)","isomaltosyltransferase [EC:2.4.1.387]",NA,NA,0,1751,"G","Belongs to the glycosyl hydrolase 31 family","-"
"SpeciesTaxid_1680.NC_008618.1_1651","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1651.pdb.gz","NO","NO","A1A3U8","100","99.3","100","C","",NA,"UniRef90_A1A3U8 Transposase n=2 Tax=Bifidobacterium adolescentis TaxID=1680 RepID=A1A3U8_BIFAA",0.981,300,1.13e-90,"0",NA,"hypothetical protein",NA,1.22e-42,144,"L","Psort location Cytoplasmic, score 8.87","-"
"SpeciesTaxid_1680.NC_008618.1_1652","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1652.pdb.gz","NO","NO","/","/","/","/","B","N-acetylglucosamine-6-phosphate deacetylase ","3.5.1.25","UniRef90_A0A174BB28 N-acetylglucosamine-6-phosphate deacetylase n=5 Tax=Bifidobacterium adolescentis TaxID=1680 RepID=A0A174BB28_BIFAD",0.975,953,1.19e-307,"CE9 N-acetylglucosamine 6-phosphate deacetylase (EC 3.5.1.25); N-acetylgalactosamine 6-phosphate deacetylase (EC 3.5.1.80)","N-acetylgalactosamine-6-phosphate deacetylase [EC:3.5.1.25]",NA,NA,6.88e-303,834,"G","Amidohydrolase family","3.5.1.25"
"SpeciesTaxid_1680.NC_008618.1_1653","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1653.pdb.gz","NO","NO","A0A174BB61","100","99.9","100","B","beta-galactosidase ","3.2.1.23","UniRef90_A0A174BHI7 Beta-galactosidase n=28 Tax=Bifidobacterium TaxID=1678 RepID=A0A174BHI7_BIFAD",1,1469,0,"GH42 beta-galactosidase (EC 3.2.1.23); alpha-L-arabinopyranosidase (EC 3.2.1.-)","beta-galactosidase [EC:3.2.1.23]",NA,NA,0,1438,"G","Psort location Cytoplasmic, score 8.87","3.2.1.23"
"SpeciesTaxid_1680.NC_008618.1_1654","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1654.pdb.gz","NO","NO","A0A174BBA8","100","98.4","100","C","",NA,"UniRef90_A0A174BBA8 Uncharacterized protein n=4 Tax=Bifidobacterium TaxID=1678 RepID=A0A174BBA8_BIFAD",0.953,124,2.39e-31,"0",NA,"hypothetical protein",NA,NA,NA,NA,NA,NA
"SpeciesTaxid_1680.NC_008618.1_1655","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1655.pdb.gz","NO","NO","A0A0G9MC55","100","98.6","100","C","",NA,"UniRef90_A0A076JKK1 Uncharacterized protein n=4 Tax=Bifidobacterium adolescentis TaxID=1680 RepID=A0A076JKK1_BIFAD",0.961,142,3.17e-37,"0",NA,NA,NA,NA,NA,NA,NA,NA
"SpeciesTaxid_1680.NC_008618.1_1656","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1656.pdb.gz","NO","NO","A0A076JJ94","100","97.6","100","C","",NA,"UniRef90_A7A6K8 Uncharacterized protein n=3 Tax=Bifidobacterium adolescentis TaxID=1680 RepID=A7A6K8_BIFAD",0.946,82,6.12e-17,"0",NA,NA,NA,1.85e-20,81.3,"S","Psort location Extracellular, score 8.82","-"
"SpeciesTaxid_1680.NC_008618.1_1657","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1657.pdb.gz","NO","NO","A1A3V2","100","99.8","100","B","lactose/raffinose/galactose permease",NA,"UniRef90_A0A076JPY2 Galactoside symporter n=11 Tax=root TaxID=1 RepID=A0A076JPY2_BIFAD",0.91,967,1.32099999990634e-314,"0","sodium-dependent lysophosphatidylcholine symporter 1",NA,NA,0,948,"G","Psort location CytoplasmicMembrane, score 10.00","-"
"SpeciesTaxid_1680.NC_008618.1_1658","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1658.pdb.gz","NO","NO","A1A3V3","100","99.9","100","B","beta-galactosidase ","3.2.1.23","UniRef90_A0A174B8K1 Beta-galactosidase n=29 Tax=Bacteria TaxID=2 RepID=A0A174B8K1_BIFAD",0.996,2154,0,"GH2 beta-galactosidase (EC 3.2.1.23) ; beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); alpha-L-arabinofuranosidase (EC 3.2.1.55); mannosylglycoprotein endo-beta-mannosidase (EC 3.2.1.152); exo-beta-glucosaminidase (EC 3.2.1.165); alpha-L-arabinopyranosidase (EC 3.2.1.-); beta-galacturonidase (EC 3.2.1.-); beta-xylosidase (EC 3.2.1.37); beta-D-galactofuranosidase (EC 3.2.1.146); beta-glucosidase (EC 3.2.1.21)","evolved beta-galactosidase subunit alpha [EC:3.2.1.23]",NA,NA,0,2103,"G","Psort location Cytoplasmic, score 8.87","3.2.1.23"
"SpeciesTaxid_1680.NC_008618.1_1659","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1659.pdb.gz","NO","NO","A0A0C2V820","100","99.7","100","B","",NA,"UniRef90_A0A174BBP0 LacI family DNA-binding transcriptional regulator n=21 Tax=Bifidobacterium TaxID=1678 RepID=A0A174BBP0_BIFAD",0.946,675,8.97e-217,"0","LacI family transcriptional regulator, ebg operon repressor",NA,NA,7.27e-241,662,"K","Transcriptional regulator, LacI family","-"
"SpeciesTaxid_1680.NC_008618.1_1660","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1660.pdb.gz","NO","NO","A0A174DGK5","100","99.4","100","C","",NA,"UniRef90_A0A076JKK6 AraC family transcriptional regulator n=23 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JKK6_BIFAD",0.966,321,8.33e-98,"0",NA,"arac family transcriptional regulator",NA,1.25e-109,315,"K","sequence-specific DNA binding","-"
"SpeciesTaxid_1680.NC_008618.1_1661","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1661.pdb.gz","NO","NO","A1A3V6","100","99.3","100","C","N-acetylglutamate synthase ","2.3.1.1","UniRef90_A0A076JJ97 Acetyltransferase n=14 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JJ97_BIFAD",0.994,304,3.5e-92,"0","L-amino acid N-acyltransferase [EC:2.3.1.-]",NA,NA,2.29e-104,301,"K","Psort location Cytoplasmic, score 8.87","2.3.1.1"
"SpeciesTaxid_1680.NC_008618.1_1662","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1662.pdb.gz","NO","NO","A1A3V7","100","99.8","100","B","",NA,"UniRef90_A1A3V7 Uncharacterized protein n=5 Tax=Bifidobacterium adolescentis TaxID=1680 RepID=A1A3V7_BIFAA",1,906,4.59e-295,"0",NA,"pd-(d/e)xk nuclease family protein",NA,2.4e-61,210,"S","PD-(D/E)XK nuclease superfamily","-"
"SpeciesTaxid_1680.NC_008618.1_1663","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1663.pdb.gz","NO","NO","/","/","/","/","C","",NA,"UniRef90_A0A087CU41 Transcriptional regulator, GntR family n=2 Tax=Bifidobacterium ruminantium TaxID=78346 RepID=A0A087CU41_BIFRU",0.879,96,1.62e-21,"0",NA,"gntr family transcriptional regulator",NA,2.96e-23,94.7,"K","UTRA","-"
"SpeciesTaxid_1680.NC_008618.1_1664","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1664.pdb.gz","NO","NO","A1A3V8","100","99.9","99.8","B","",NA,"UniRef90_A1A3V8 Beta-glucosidase n=3 Tax=Bifidobacterium adolescentis TaxID=1680 RepID=A1A3V8_BIFAA",0.975,1673,0,"GH3 beta-glucosidase (EC 3.2.1.21); xylan 1,4-beta-xylosidase (EC 3.2.1.37); beta-glucosylceramidase (EC 3.2.1.45); beta-N-acetylhexosaminidase (EC 3.2.1.52); alpha-L-arabinofuranosidase (EC 3.2.1.55); glucan 1,4-beta-glucosidase (EC 3.2.1.74); isoprimeverose-producing oligoxyloglucan hydrolase (EC 3.2.1.120); coniferin beta-glucosidase (EC 3.2.1.126); exo-1,3-1,4-glucanase (EC 3.2.1.-); beta-N-acetylglucosaminide phosphorylases (EC 2.4.1.-); beta-1,2-glucosidase (EC 3.2.1.-); beta-1,3-glucosidase (EC 3.2.1.-); xyloglucan-specific exo-beta-1,4-glucanase / exo-xyloglucanase (EC 3.2.1.155)","beta-glucosidase [EC:3.2.1.21]",NA,NA,0,1491,"G","Fibronectin type III-like domain","-"
"SpeciesTaxid_1680.NC_008618.1_1665","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1665.pdb.gz","NO","NO","A0A2R4G593","99.8","99.9","100","B","beta-glucosidase ","3.2.1.21","UniRef90_A0A087DKW9 Beta-glucosidase-related glycosidase n=24 Tax=Bifidobacterium TaxID=1678 RepID=A0A087DKW9_BIFAD",0.944,1928,0,"GH3 beta-glucosidase (EC 3.2.1.21); xylan 1,4-beta-xylosidase (EC 3.2.1.37); beta-glucosylceramidase (EC 3.2.1.45); beta-N-acetylhexosaminidase (EC 3.2.1.52); alpha-L-arabinofuranosidase (EC 3.2.1.55); glucan 1,4-beta-glucosidase (EC 3.2.1.74); isoprimeverose-producing oligoxyloglucan hydrolase (EC 3.2.1.120); coniferin beta-glucosidase (EC 3.2.1.126); exo-1,3-1,4-glucanase (EC 3.2.1.-); beta-N-acetylglucosaminide phosphorylases (EC 2.4.1.-); beta-1,2-glucosidase (EC 3.2.1.-); beta-1,3-glucosidase (EC 3.2.1.-); xyloglucan-specific exo-beta-1,4-glucanase / exo-xyloglucanase (EC 3.2.1.155)","beta-glucosidase [EC:3.2.1.21]",NA,NA,0,1881,"G","Fibronectin type III-like domain","3.2.1.21"
"SpeciesTaxid_1680.NC_008618.1_1666","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1666.pdb.gz","NO","NO","A1A3W0","100","99.9","100","B","",NA,"UniRef90_A0A174AMC4 Non-specific serine/threonine protein kinase n=62 Tax=Bifidobacterium TaxID=1678 RepID=A0A174AMC4_BIFAD",0.921,1319,0,"0","Simplexvirus serine/threonine-protein kinase US3 [EC:2.7.11.1]",NA,NA,0,1250,"KLT","Protein tyrosine kinase","-"
"SpeciesTaxid_1680.NC_008618.1_1667","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1667.pdb.gz","NO","NO","A0A1X2ZZ60","100","99.7","100","B","",NA,"UniRef90_A0A076JJA3 DSBA oxidoreductase n=28 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JJA3_BIFAD",0.928,637,7.04e-204,"0",NA,"thioredoxin domain-containing protein",NA,8.64e-227,625,"O","Thioredoxin","-"
"SpeciesTaxid_1680.NC_008618.1_1668","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1668.pdb.gz","NO","NO","A1A3W2","100","99.6","97.8","B","resuscitation-promoting factor RpfB",NA,"UniRef90_A1A3W2 G5 domain-containing protein n=77 Tax=Bifidobacterium TaxID=1678 RepID=A1A3W2_BIFAA",0.896,925,2.39e-300,"0","Ebolavirus envelope glycoprotein",NA,NA,7.99e-260,724,"S","G5","-"
"SpeciesTaxid_1680.NC_008618.1_1669","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1669.pdb.gz","NO","NO","A1A3W3","100","99.7","100","B","16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase ","2.1.1.182","UniRef90_A1A3W3 Ribosomal RNA small subunit methyltransferase A n=73 Tax=Bacteria TaxID=2 RepID=RSMA_BIFAA",0.959,613,5.11e-196,"0","16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]",NA,NA,2.64e-217,600,"J","Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits","2.1.1.182"
"SpeciesTaxid_1680.NC_008618.1_1670","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1670.pdb.gz","NO","NO","A0A173YPK1","100","99.7","100","B","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase ","2.7.1.148","UniRef90_A1A3W4 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase n=26 Tax=Bifidobacterium TaxID=1678 RepID=ISPE_BIFAA",0.959,623,2.45e-199,"0",NA,"4-diphosphocytidyl-2c-methyl-d-erythritol kinase","4-(cytidine-5'-diphospho)-2-c-methyl-d-erythritol kinase [2.7.1.148]",4.99e-221,609,"F","Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol","2.7.1.148"
"SpeciesTaxid_1680.NC_008618.1_1671","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1671.pdb.gz","NO","NO","A0A173YNT8","100","99.5","100","B","",NA,"UniRef90_A0A3D1TN68 LytR_C domain-containing protein n=15 Tax=Bifidobacterium TaxID=1678 RepID=A0A3D1TN68_9BIFI",0.934,413,1.23e-128,"0",NA,"multispecies: lytr c-terminal domain-containing protein",NA,2.94e-146,412,"S","LytR cell envelope-related transcriptional attenuator","-"
"SpeciesTaxid_1680.NC_008618.1_1672","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1672.pdb.gz","NO","NO","A0A076JJA5","100","99.8","100","B","poly(A) polymerase ","2.7.7.19","UniRef90_A0A5N5RPA2 CCA tRNA nucleotidyltransferase n=1 Tax=Bifidobacterium jacchi TaxID=2490545 RepID=A0A5N5RPA2_9BIFI",0.885,867,1.38e-280,"0","poly(A) polymerase [EC:2.7.7.19]",NA,NA,0,943,"J","Probable RNA and SrmB- binding site of polymerase A","2.7.7.19,2.7.7.72"
"SpeciesTaxid_1680.NC_008618.1_1673","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_1673.pdb.gz","NO","NO","A0A076JQ02","100","99.6","100","B","8-oxo-dGTP diphosphatase ","3.6.1.55","UniRef90_A0A2R4G5E2 NUDIX hydrolase n=4 Tax=Bifidobacterium adolescentis TaxID=1680 RepID=A0A2R4G5E2_BIFAD",0.965,441,8.85e-138,"0",NA,"multispecies: nudix hydrolase","putative mutator protein mutt4 [3.6.1.-]",1.14e-155,437,"L","Belongs to the Nudix hydrolase family","-"
